genome,gene,confidence,level,pred_product,truth_product,correct
Bacillus_subtilis_168,gene_bef6334f26f6,1.0,high,small,small acid-soluble spore protein (alpha/beta-type SASP); SPbeta phage protein,1
Bacillus_subtilis_168,gene_f0f7062315c8,1.0,high,spbeta prophage-derived hnh homing endonuclease yosq,"SPbeta phage endodeoxyribonuclease (homing endonuclease, responsible for intron mobility)",0
Bacillus_subtilis_168,gene_3b5c62cbfde5,1.0,high,3-phytase,phytase,1
Bacillus_subtilis_168,gene_ef7324f9436f,1.0,high,spbeta prophage-derived protein nrdi,SPbeta phage subunit of ribonucleoside diphosphate reductase,0
Bacillus_subtilis_168,gene_b9e0d7157c27,0.95,high,spbeta prophage-derived uncharacterized protein yosl,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_a6bcf0efe13a,0.95,high,spbeta prophage-derived uncharacterized protein yosh,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_7ec6bec0aacf,1.0,high,spbeta prophage-derived uncharacterized protein yosg,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_5f98cdfe0c07,0.95,high,spbeta prophage-derived uncharacterized membrane protein yose,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_cf02e860501d,0.95,high,spbeta prophage-derived uncharacterized protein yosd,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_c7e91a09da7a,1.0,high,spbeta prophage-derived uncharacterized protein yosc,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_c369076b805e,0.95,high,spbeta prophage-derived uncharacterized protein yosb,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_29c660b24d15,0.95,high,spbeta prophage-derived uncharacterized protein yorz,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_013db5c36d4d,0.95,high,spbeta prophage-derived uncharacterized protein yorx,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_e8ee63b156cd,0.95,high,spbeta prophage-derived uncharacterized protein yorw,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_7719527018c1,0.95,high,spbeta prophage-derived uncharacterized protein yort,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_04285e79a21a,0.95,high,spbeta prophage-derived uncharacterized protein yorq,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_47f2191ea66c,0.95,high,spbeta prophage-derived uncharacterized protein yorp,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_823e3b6e177d,0.95,high,spbeta prophage-derived uncharacterized protein yoro,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_a7fb2fd97bed,0.93,high,spbeta prophage-derived uncharacterized protein yorn,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_fd504ed7e269,0.95,high,protein cgec,protein involved in maturation of the outermost layer of the spore,0
Bacillus_subtilis_168,gene_ccc1fcbd0792,1.0,high,ribonucleoside-diphosphate reductase nrdeb subunit alpha,SPbeta phage ribonucleoside reductase alpha (large) subunit,1
Bacillus_subtilis_168,gene_a6db5e2ce610,0.95,high,spbeta prophage-derived uncharacterized protein yore,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_92d392c93bb0,0.9,high,spbeta prophage-derived stress response protein scp1,stress protein SCP1; phage SPbeta,1
Bacillus_subtilis_168,gene_d657e1220ce9,0.95,high,spbeta prophage-derived uncharacterized protein yorb,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_36e588a3f22a,0.95,high,spbeta prophage-derived uncharacterized protein yorf,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_28e4cb490ab0,1.0,high,spbeta prophage-derived upf0714 protein yoqz,gamma-polyglutamate hydrolase; phage SPbeta,0
Bacillus_subtilis_168,gene_6591ca326370,0.95,high,spbeta prophage-derived uncharacterized protein yoqx,conserved protein of unknown function; SPbeta phage,0
Bacillus_subtilis_168,gene_ebced4fff569,0.6683,moderate,spbeta prophage-derived dna ligase-like protein ligb,DNA ligase-like protein; bacteriophage SPbeta,1
Bacillus_subtilis_168,gene_06c9ee94b1f6,0.95,high,spbeta prophage-derived uncharacterized protein yoqt,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_6c65e2769111,0.95,high,spbeta prophage-derived uncharacterized protein yoqp,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_34afc9341fd5,1.0,high,spbeta prophage-derived uncharacterized protein yoqn,consserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_d757fd85e733,1.0,high,spbeta prophage-derived uncharacterized protein yoqi,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_4bee30777b08,0.95,high,spbeta prophage-derived uncharacterized protein yoqh,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_cbc9b324c521,0.95,high,spbeta prophage-derived uncharacterized protein yoqg,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_afc2a9b78bf6,0.95,high,spbeta prophage-derived uncharacterized protein yoqb,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_0d495ad6da04,0.95,high,spbeta prophage-derived uncharacterized protein yopz,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_43a5fc61685f,0.95,high,spbeta prophage-derived uncharacterized protein yopy,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_3607956f2bcf,0.95,high,spbeta prophage-derived uncharacterized protein yopx,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_54eedebd5f9f,1.0,high,spbeta prophage-derived uncharacterized protein yopt,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_509ab79e1bdd,0.95,high,protein aimp,arbitrium lysis /lysogeny regulatory peptide; phage SPbeta,0
Bacillus_subtilis_168,gene_03f700c37c1a,0.95,high,spbeta prophage-derived uncharacterized protein yorh,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_a9ace5740585,0.95,high,spbeta prophage-derived uncharacterized protein yopj,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_7b36f10da81e,0.95,high,spbeta prophage-derived uncharacterized protein yopi,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_8fa7f802d2a1,0.95,high,spbeta prophage-derived uncharacterized protein yopf,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_d5a4bbaba5ef,0.95,high,spbeta prophage-derived upf0715 membrane protein yopd,conserved membrane protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_eae969a4be33,0.95,high,spbeta prophage-derived uncharacterized protein yonv,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_f49982102344,0.95,high,spbeta prophage-derived uncharacterized protein yonu,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_6638e12210bc,1.0,high,spbeta prophage-derived uncharacterized protein yont,toxin; phage SPbeta,0
Bacillus_subtilis_168,gene_e0200eb6f588,0.95,high,spbeta prophage-derived uncharacterized protein yopq,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_05917a0ec57e,1.0,high,spbeta prophage-derived uncharacterized protein yopa,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_beb479a871d5,1.0,high,spbeta prophage-derived dna-binding protein hu 2,HU-related DNA-binding protein; phage SPbeta,1
Bacillus_subtilis_168,gene_db6cf9dd57d8,0.95,high,spbeta prophage-derived uncharacterized protein yonk,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_e76b79625551,1.0,high,spbeta prophage-derived uncharacterized protein yonj,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_ee917933de5a,0.95,high,spbeta prophage-derived uncharacterized protein yoni,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_35c394bb35ab,1.0,high,spbeta prophage-derived uncharacterized protein yopk,arbitrium peptide sensor regulator; phage SPbeta,0
Bacillus_subtilis_168,gene_86e9f78adc6f,0.95,high,spbeta prophage-derived uncharacterized protein yong,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_604f6b9ea8e3,1.0,high,spbeta prophage-derived uncharacterized protein yone,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_a45cb709dba0,1.0,high,spbeta prophage-derived uncharacterized protein yonc,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_e2f64170042e,0.95,high,spbeta prophage-derived uncharacterized protein yonb,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_9c89fa2a65de,1.0,high,dna-directed dna polymerase,DNA polymerase with 3'-5' exonuclease activity; phage SPbeta,0
Bacillus_subtilis_168,gene_6259615a7cd1,0.95,high,spbeta prophage-derived uncharacterized protein yomz,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_f208da98db4d,0.95,high,spbeta prophage-derived uncharacterized protein yomy,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_bc54af3707b6,0.95,high,spbeta prophage-derived uncharacterized protein yomx,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_846196d7dd1c,0.95,high,spbeta prophage-derived uncharacterized protein yond,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_e2fe972303cf,1.0,high,spbeta prophage-derived uncharacterized protein yomv,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_a22c4c8f9271,1.0,high,spbeta prophage-derived uncharacterized protein yomu,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_7c88c6e9299c,0.849,high,spbeta prophage-derived uncharacterized protein youa,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_56941ca90e9b,0.95,high,spbeta prophage-derived uncharacterized protein yomp,conserved phage protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_b98471063d35,0.95,high,spbeta prophage-derived uncharacterized protein yomo,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_ca3f492756a0,0.95,high,spbeta prophage-derived uncharacterized protein yomn,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_7999072045df,0.95,high,spbeta prophage-derived uncharacterized protein yonh,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_3c94ea5cc010,0.95,high,spbeta prophage-derived uncharacterized protein yoml,conserved exported protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_b6e37a6cd0cb,0.95,high,spbeta prophage-derived uncharacterized protein yomk,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_007f0aa7b7a3,0.95,high,spbeta prophage-derived uncharacterized membrane protein yomj,protein conferring self-immunity to the host; phage SPbeta,0
Bacillus_subtilis_168,gene_ea823d4cc457,0.95,high,spbeta prophage-derived uncharacterized protein yomh,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_151007403a9a,0.946,high,spbeta prophage-derived uncharacterized protein yomf,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_a4a17a3706ae,0.95,high,spbeta prophage-derived uncharacterized protein yona,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_7ca0753cec85,1.0,high,spbeta prophage-derived protein bhla,holin-like protein; bacteriophage SPbeta,0
Bacillus_subtilis_168,gene_bff4d489384a,1.0,high,spbeta prophage-derived protein bhlb,holin-like protein; bacteriophage SPbeta,0
Bacillus_subtilis_168,gene_e79221028ec8,1.0,high,spbeta prophage-derived disulfide bond formation protein b,thiol-disulfide oxidoreductase B; bacteriophage SPbeta,0
Bacillus_subtilis_168,gene_16c5205386d5,0.95,high,spbeta prophage-derived disulfide bond formation protein a,bacteriophage SPbeta thiol-disulfide oxidoreductase,0
Bacillus_subtilis_168,gene_98f36333835f,1.0,high,n-acetylmuramoyl-l-alanine amidase blya,bacteriophage SPbeta N-acetylmuramoyl-L-alanine amidase,1
Bacillus_subtilis_168,gene_e8fbff149698,0.95,high,spbeta prophage-derived bacteriocin sublancin-168,sublancin 168 lantibiotic antimicrobial precursor peptide; SPBeta prophage,1
Bacillus_subtilis_168,gene_cb071ef4325d,0.95,high,sublancin immunity protein suni,protein of immunity to sublancin,1
Bacillus_subtilis_168,gene_503ea4052224,0.95,high,spbeta prophage-derived uncharacterized protein yoqu,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_85b6e0c64cf6,0.95,high,spbeta prophage-derived uncharacterized protein yold,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_8853ad622720,1.0,high,spbeta prophage-derived uncharacterized protein yolc,conserved phage protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_25257d063c61,0.95,high,spbeta prophage-derived uncharacterized protein yolb,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_43051a374642,0.95,high,spbeta prophage-derived uncharacterized protein yola,conserved exported protein of unknown function; SPbeta phage,0
Bacillus_subtilis_168,gene_22f58e1280bc,0.95,high,small toxic protein bsrg,phage toxin; type I toxin-antitoxin system,0
Bacillus_subtilis_168,gene_1bd858393171,0.95,high,spbeta prophage-derived uncharacterized protein yomr,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_69c27826659b,0.95,high,immunity protein yokj,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_d62224087863,0.95,high,spbeta prophage-derived uncharacterized protein yokk,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_e008beae8cd9,0.944,high,spbeta prophage-derived uncharacterized protein yokh,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_8be71467a609,1.0,high,spbeta prophage-derived pesticidal crystal protein-like yokg,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_7d981edfd1f6,0.95,high,spbeta prophage-derived uncharacterized protein yomw,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_3a1d5ccc48e2,0.6902,moderate,spbeta prophage-derived aminoglycoside n(3')-acetyltransferase-like protein yokd,aminoglycoside N3'-acetyltransferase,1
Bacillus_subtilis_168,gene_118a369748af,1.0,high,spbeta prophage-derived endonuclease yokf,"calcium-dependent DNA nuclease, lipoprotein; phage SPbeta",0
Bacillus_subtilis_168,gene_b8d3b0171264,0.95,high,spbeta prophage-derived uncharacterized protein yokc,conserved hypothetical protein; phage SPbeta,0
Bacillus_subtilis_168,gene_662ad41f41e1,1.0,high,peptide methionine sulfoxide reductase msrb,peptide methionine R-sulfoxide reductase,1
Bacillus_subtilis_168,gene_6d691290bd5e,1.0,high,uv-damage repair protein uvrx,lesion bypass phage DNA polymerase; phage SPbeta,0
Bacillus_subtilis_168,gene_f04c5a570ccd,1.0,high,dna-directed rna polymerase yono,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_1697d6086e21,1.0,high,peptide methionine sulfoxide reductase msra,peptide methionine S-sulfoxide reductase,1
Bacillus_subtilis_168,gene_10478a2ca3ed,1.0,high,l-threonine dehydratase biosynthetic ilva,threonine dehydratase,1
Bacillus_subtilis_168,gene_b6f37c5eeb87,1.0,high,multidrug resistance protein ypnp,"damage inducible, Na+ driven multidrug efflux pump",0
Bacillus_subtilis_168,gene_e0d2cb2bd028,0.95,high,resolvase homolog yoka,serine-type phage integrase; phage SPbeta,0
Bacillus_subtilis_168,gene_ae1aa8b3f232,1.0,high,thymidylate synthase 2,thymidylate synthase B,1
Bacillus_subtilis_168,gene_02dbc89c906a,1.0,high,spbeta prophage-derived glycosyltransferase suns,sublancin glycosyltransferase; phage SPbeta,0
Bacillus_subtilis_168,gene_8b54e2596d0e,1.0,high,bacilliredoxin brxa,protein disulfide isomerase; bacilliredoxin A (de-bacillithiolation),0
Bacillus_subtilis_168,gene_329274ac705f,0.9646,high,dihydrofolate reductase,dihydrofolate reductase,1
Bacillus_subtilis_168,gene_dd07069a2771,1.0,high,glutathione peroxidase homolog bsaa,bacillithiol peroxidase,0
Bacillus_subtilis_168,gene_6b7fd6e78b9f,1.0,high,homoserine o-acetyltransferase,homoserine O-acetyltransferase,1
Bacillus_subtilis_168,gene_3fcd9bee87d0,0.8491,high,sigma l-dependent transcriptional regulator yplp,transcriptional enhancer involved in BCAA homeostasis,0
Bacillus_subtilis_168,gene_c714d2a7f962,1.0,high,cold shock protein cspd,"cold-shock protein, molecular chaperone, RNA-helicase co-factor",0
Bacillus_subtilis_168,gene_80d231a4cadc,0.9,high,regulatory protein degr,"activator of degradative enzymes (aprE, nprE, sacB) production or activity",0
Bacillus_subtilis_168,gene_ce573f372c83,0.95,high,small,small acid-soluble spore protein,1
Bacillus_subtilis_168,gene_074f0099b55b,1.0,high,5'-3' exonuclease,5'3'-exonuclease,1
Bacillus_subtilis_168,gene_d4e5272eaba4,0.8784,high,chalcone synthase,promiscuous alkylpyrone synthase BpsA (polyketide synthesis),0
Bacillus_subtilis_168,gene_3506fdece199,0.95,high,sco1 protein homolog,assembly factor BSco of the Cu(A) site of cytochrome c oxidase,0
Bacillus_subtilis_168,gene_e298300d33ca,1.0,high,xanthine phosphoribosyltransferase,xanthine phosphoribosyltransferase,1
Bacillus_subtilis_168,gene_ef14539e3153,1.0,high,carboxypeptidase 1,metal-dependent carboxypeptidase,1
Bacillus_subtilis_168,gene_cb537019670a,1.0,high,2-dehydro-3-deoxy-phosphogluconate aldolase,2-keto-3-deoxygluconate-6-phosphate aldolase,0
Bacillus_subtilis_168,gene_66c466ef70ce,0.7013,moderate,2-dehydro-3-deoxygluconokinase,2-keto-3-deoxygluconate kinase,0
Bacillus_subtilis_168,gene_8f87aea99238,1.0,high,4-deoxy-l-threo-5-hexosulose-uronate ketol-isomerase,"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase, 5-keto-4-deoxyuronate isomerase",1
Bacillus_subtilis_168,gene_bf2c0033ce90,1.0,high,2-dehydro-3-deoxy-d-gluconate 5-dehydrogenase,2-keto-3-deoxygluconate oxidoreductase,0
Bacillus_subtilis_168,gene_1cc4b68ffd91,0.95,high,queuosine precursor transporter,preQ0 transporter (promiscuous),0
Bacillus_subtilis_168,gene_61b09505e5fb,1.0,high,cell cycle adapter protein gpsb,cell division protein,0
Bacillus_subtilis_168,gene_fcef05a633c8,0.9113,high,hth-type transcriptional regulator kdgr,transcriptional repressor of the Kdg operon (KdgR-galacturonate),0
Bacillus_subtilis_168,gene_fd9cad024a4b,1.0,high,holliday junction resolvase recu,Holliday junction resolvase,1
Bacillus_subtilis_168,gene_1b931823ec2d,0.95,high,replicative helicase loading/dna remodeling protein dnad,DNA-remodelling primosomal protein,0
Bacillus_subtilis_168,gene_5071acb988d6,1.0,high,endonuclease iii,"endonuclease III, apurinic apyrimidic DNA lyase",1
Bacillus_subtilis_168,gene_85cfe9cce5c5,1.0,high,aspartate aminotransferase,anabolic oxaloacetate / glutamate aminotransferase,0
Bacillus_subtilis_168,gene_1b8936e9a1ed,0.95,high,cell wall elongation regulator tseb,suppressor of tetracyclin sensitivity of an ezrA mutant,0
Bacillus_subtilis_168,gene_48275e89f186,1.0,high,processive diacylglycerol beta-glucosyltransferase,UDP-glucose diacylglyceroltransferase,0
Bacillus_subtilis_168,gene_32a7bb00a6de,1.0,high,aspartate 1-decarboxylase,aspartate 1-decarboxylase,1
Bacillus_subtilis_168,gene_a613664feb59,0.9961,high,pantothenate synthetase,pantothenate synthetase,1
Bacillus_subtilis_168,gene_b1ebe99ca8f8,0.9305,high,bifunctional ligase/repressor bira,biotin acetyl-CoA-carboxylase ligase and biotin regulon repressor (BirA-biotinoyl-5'-AMP),0
Bacillus_subtilis_168,gene_d0bc49bcee86,1.0,high,3-methyl-2-oxobutanoate hydroxymethyltransferase,ketopantoate hydroxymethyltransferase,0
Bacillus_subtilis_168,gene_f7dfdf467447,0.7923,moderate,n-acetyl-alpha-d-glucosaminyl l-malate synthase,N-acetyl-alpha-D-glucosaminyl L-malate synthase; malate glycosyltransferase for bacillithiol synthesis,1
Bacillus_subtilis_168,gene_2f2c33ce51ad,1.0,high,cca-adding enzyme,tRNA nucleotidyltransferase,0
Bacillus_subtilis_168,gene_fcedc049b8d9,1.0,high,methylglyoxal synthase,methylglyoxal synthase,1
Bacillus_subtilis_168,gene_86a1f9062ac8,1.0,high,4-hydroxy-tetrahydrodipicolinate reductase,"(4S)-4-hydroxy-2,3,4, 5-tetrahydro-(2S)-dipicolinic acid (HTPA) dehydratase reductase",0
Bacillus_subtilis_168,gene_1ac65e463d40,1.0,high,3'-5' exonuclease ding,damage inducible ATP-dependent 3'->5' nuclease,0
Bacillus_subtilis_168,gene_af1a6a910aca,1.0,high,menaquinol:cytochrome c reductase cytochrome c subunit,menaquinol:cytochrome c oxidoreductase (cytochrome cc subunit),1
Bacillus_subtilis_168,gene_bce794f5016f,1.0,high,menaquinol:cytochrome c reductase iron-sulfur subunit,menaquinol:cytochrome c oxidoreductase (iron-sulfur subunit),1
Bacillus_subtilis_168,gene_d7962bc0a626,1.0,high,n-acetyl-alpha-d-glucosaminyl l-malate deacetylase 1,N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1; malate N-acetylglucosamine N-acetyl hydrolase,1
Bacillus_subtilis_168,gene_8b6e291a3d4f,1.0,high,3-phosphoshikimate 1-carboxyvinyltransferase,3-phosphoshikimate 1-carboxyvinyltransferase (5-enolpyruvoylshikimate-3-phosphate synthase),1
Bacillus_subtilis_168,gene_f8b089441989,0.8018,high,prephenate dehydrogenase,prephenate dehydrogenase,1
Bacillus_subtilis_168,gene_8b25f5339e39,1.0,high,tryptophan synthase alpha chain,tryptophan synthase (alpha subunit),1
Bacillus_subtilis_168,gene_1687cdb602f5,1.0,high,asparagine--trna ligase,asparaginyl-tRNA synthetase,0
Bacillus_subtilis_168,gene_8667835f2f80,1.0,high,n-(5'-phosphoribosyl)anthranilate isomerase,phosphoribosylanthranilate isomerase,0
Bacillus_subtilis_168,gene_2b7209d60f30,0.9844,high,anthranilate phosphoribosyltransferase,anthranilate phosphoribosyltransferase,1
Bacillus_subtilis_168,gene_5ca4a00ccea4,0.95,high,chorismate mutase aroh,chorismate mutase,1
Bacillus_subtilis_168,gene_7cda2afad0ef,1.0,high,histidinol-phosphate aminotransferase,histidinol-phosphate aminotransferase; tyrosine/phenylalanine aminotransferase (promiscuous),1
Bacillus_subtilis_168,gene_06932896c251,1.0,high,chorismate synthase,chorismate synthase,1
Bacillus_subtilis_168,gene_3a02e226f8ef,0.8487,high,chemotaxis protein methyltransferase,methyl-accepting chemotaxis proteins (MCPs) methyltransferase,1
Bacillus_subtilis_168,gene_f10aa62d302b,1.0,high,nucleoside diphosphate kinase,nucleoside diphosphate kinase,1
Bacillus_subtilis_168,gene_727b1fead580,0.9925,high,3-dehydroquinate synthase,3-dehydroquinate synthase,1
Bacillus_subtilis_168,gene_d60236b06224,1.0,high,demethylmenaquinone methyltransferase,demethylmenaquinone methyltransferase,1
Bacillus_subtilis_168,gene_5e944cfbf454,0.6788,moderate,heptaprenyl diphosphate synthase component 1,heptaprenyl diphosphate synthase component I,1
Bacillus_subtilis_168,gene_d123538ac86b,1.0,high,transcription attenuation protein mtrb,tryptophan operon RNA-binding attenuation protein (TRAP),0
Bacillus_subtilis_168,gene_0b42f43f5e39,1.0,high,gtp cyclohydrolase 1,GTP cyclohydrolase I,1
Bacillus_subtilis_168,gene_339ccef5904c,1.0,high,dna-binding protein hu 1,non-specific DNA-binding protein HBsu,1
Bacillus_subtilis_168,gene_44f74477b36d,1.0,high,glycerol-3-phosphate dehydrogenase,NADPH-dependent glycerol-3-phosphate dehydrogenase,1
Bacillus_subtilis_168,gene_3bb11f3a4ce5,1.0,high,gtpase der,GTPase essential for ribosome 50S subunit assembly (maturation of the 50S subunit central protoberance),0
Bacillus_subtilis_168,gene_c1e989eea74c,1.0,high,isopentenyl-diphosphate delta-isomerase,isopentenyl diphosphate isomerase (typeII),1
Bacillus_subtilis_168,gene_42e6fe4086fa,1.0,high,tryptophan synthase beta chain,tryptophan synthase (beta subunit),1
Bacillus_subtilis_168,gene_e337966ace04,1.0,high,cytidylate kinase,cytidylate kinase,1
Bacillus_subtilis_168,gene_6fe7d1f2b14f,1.0,high,motility inhibitor moti,cyclic di-GMP receptor,0
Bacillus_subtilis_168,gene_53a7010d36ad,1.0,high,heptaprenyl diphosphate synthase component 2,heptaprenyl diphosphate synthase component II,1
Bacillus_subtilis_168,gene_7dab8a105ed3,0.8865,high,spore cortex-lytic enzyme,spore germination cortex-lytic enzyme,1
Bacillus_subtilis_168,gene_f83dd967b170,0.9657,high,protease prsw,protease required for RsiW anti-sigma(W) degradation,0
Bacillus_subtilis_168,gene_7eae3d6f5f55,1.0,high,sporulation protein ypeb,spore germination membrane component,0
Bacillus_subtilis_168,gene_369d4f7ac102,1.0,high,cryptic catabolic nad-specific glutamate dehydrogenase gudb,cryptic glutamate dehydrogenase (active after removal of a 9 bp insert),0
Bacillus_subtilis_168,gene_0c494b6ab5f4,1.0,high,adapter protein meca 2,adaptor to ClpC; regulator of competence and sporulation,0
Bacillus_subtilis_168,gene_565687a1aab6,0.95,high,protein ypbb,subunit of the platform for genome maintenance machinery,0
Bacillus_subtilis_168,gene_671602d39495,1.0,high,ferredoxin,ferredoxin,1
Bacillus_subtilis_168,gene_d88c110cedfb,0.9041,high,anthranilate synthase component 1,anthranilate synthase,1
Bacillus_subtilis_168,gene_79029f6d063b,0.8909,high,small ribosomal subunit protein bs1 homolog,RNA degradation presenting factor (ribosomal protein S1 homolog),0
Bacillus_subtilis_168,gene_c22c27b38f76,1.0,high,3-dehydroquinate dehydratase,3-dehydroquinate dehydratase,1
Bacillus_subtilis_168,gene_a1566903782f,0.95,high,anti-sigma-x factor rsix,negative regulator of sigma(X) activity,0
Bacillus_subtilis_168,gene_5bcb3b265f9e,1.0,high,sensor histidine kinase rese,two-component sensor histidine kinase (ResD / ResE),1
Bacillus_subtilis_168,gene_998c5a518f4d,0.9708,high,d-3-phosphoglycerate dehydrogenase,3-phosphoglycerate dehydrogenase,1
Bacillus_subtilis_168,gene_38fa8747e6e4,1.0,high,cytochrome c biogenesis protein resc,factor required for cytochrome c synthesis,0
Bacillus_subtilis_168,gene_3c627fd8f1a6,1.0,high,tape measure protein,lytic transglycosylase; SPbeta phage protein,0
Bacillus_subtilis_168,gene_d08f22385a73,1.0,high,thiol-disulfide oxidoreductase resa,extracytoplasmic thioredoxin involved in cytochrome c maturation (lipoprotein),0
Bacillus_subtilis_168,gene_1544f7f13c06,1.0,high,ribosomal large subunit pseudouridine synthase b,23S rRNA pseudouridine 2633 (=2605 standard) pseudouridine synthase,0
Bacillus_subtilis_168,gene_a774da6ff8e4,0.8481,high,ecf rna polymerase sigma factor sigx,RNA polymerase ECF(extracytoplasmic function)-type sigma factor sigma(X),1
Bacillus_subtilis_168,gene_00acc8862160,1.0,high,spore maturation protein a,spore maturation protein,1
Bacillus_subtilis_168,gene_a103ef4aec4e,1.0,high,d-alanyl-d-alanine carboxypeptidase dacb,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5*) (required for spore cortex),0
Bacillus_subtilis_168,gene_046d7c23d075,0.9866,high,transcriptional regulatory protein resd,two-component response regulator (ResD / ResE),0
Bacillus_subtilis_168,gene_e22ecfe7e2c0,1.0,high,segregation and condensation protein b,chromosome condensation and segregation factor,1
Bacillus_subtilis_168,gene_c3be9035e6d0,1.0,high,dihydroxy-acid dehydratase,dihydroxy-acid dehydratase,1
