genome,gene,confidence,level,pred_product,truth_product,correct
Bacillus_subtilis_168,gene_303c058c0eb0,0.35,low,ATP/GTP binding protein,ABC transporter (ATP-binding protein) involved in resistance to cell wall inhibitors,0
Bacillus_subtilis_168,gene_b310e10adb06,0.35,low,DNA-binding transcription regulator,manganese ABC transporter (permease),0
Bacillus_subtilis_168,gene_d36d871deccb,0.35,low,ATP/GTP binding protein,manganese ABC transporter (ATP-binding protein),0
Bacillus_subtilis_168,gene_c92eb8060020,0.35,low,Lipoprotein,glycogen phosphorylase,0
Bacillus_subtilis_168,gene_5b25b424ff33,0.35,low,ATP/GTP binding protein,glycogen (starch) synthase,0
Bacillus_subtilis_168,gene_e26a37fe8a64,0.35,low,Lipoprotein,thiamin permease,0
Bacillus_subtilis_168,gene_d4518a0a2121,0.35,low,ATP/GTP binding protein,flotillin lipid rafts scaffold protein,0
Bacillus_subtilis_168,gene_1dd656dd483c,0.45,low,DNA-binding transcription regulator,"glycine betaine aldehyde dehydrogenase, NAD+-dependent",0
Bacillus_subtilis_168,gene_5abb5400d7fd,0.35,low,DNA-binding transcription regulator,scyllo-inositol dehydrogenase (NADP+-dependent); biofilm formation,0
Bacillus_subtilis_168,gene_895219282ede,0.35,low,ATP/GTP binding protein,bifunctional rhamnulose-1-phosphate aldolase/alcohol dehydrogenase,0
Bacillus_subtilis_168,gene_a9174e290e0d,0.35,low,DNA-binding transcription regulator,methyl-accepting chemotaxis protein,0
Bacillus_subtilis_168,gene_acfd7510c455,0.35,low,Lipoprotein,two-component sensor potassium-binding histidine kinase,0
Bacillus_subtilis_168,gene_a62fd4c8f9c2,0.35,low,Lipoprotein,factor required for KinB signal transduction and activation of the phosphorelay to sporulation,0
Bacillus_subtilis_168,gene_084ad37993e3,0.35,low,ATP/GTP binding protein,two-component sensor histidine kinase [MaeM],0
Bacillus_subtilis_168,gene_eae9d1280dc7,0.35,low,DNA-binding transcription regulator,proton transporter component of Na+/H+ antiporter,0
Bacillus_subtilis_168,gene_fe0f32a84110,0.35,low,DNA-binding transcription regulator,nicotinate phosphoribosyltransferase,0
Bacillus_subtilis_168,gene_d82763744838,0.35,low,Serine protease,ESX secretion system; calcium-dependent phage SPP1 attachment site,0
Bacillus_subtilis_168,gene_485714a7847a,0.45,low,ATP/GTP binding protein,ESX secretion system FtsK/SpoIIIE family ATPase,0
Bacillus_subtilis_168,gene_9d63b5b6859c,0.35,low,Lipoprotein,isochorismatase (siderophore specific),0
Bacillus_subtilis_168,gene_6e9f044fad10,0.35,low,Lipoprotein,sulfur carrier chaperone involved in Fe-S cluster assembly,0
Bacillus_subtilis_168,gene_467c4d553352,0.35,low,DNA-binding transcription regulator,lipoyl synthase (lipoic acid synthetase),0
Bacillus_subtilis_168,gene_2c66612ac726,0.45,low,Lipoprotein,allantoinase,0
Bacillus_subtilis_168,gene_42b761305fa0,0.35,low,DNA-binding transcription regulator,uric acid permease,0
Bacillus_subtilis_168,gene_fc3f4dc1ee44,0.35,low,DNA-binding transcription regulator,uric acid permease subunit,0
Bacillus_subtilis_168,gene_a333539d0f51,0.35,low,DNA-binding transcription regulator,"xanthine dehydrogenase, iron-sulfur subunit",0
Bacillus_subtilis_168,gene_9c49aacefa3d,0.35,low,DNA-binding transcription regulator,"xanthine dehydrogenase, substrate and molybdenum cofactor subunit",0
Bacillus_subtilis_168,gene_2b2024a74cf9,0.45,low,ATP/GTP binding protein,fructose-amino acid ABC transporter (ATP-binding subunit),0
Bacillus_subtilis_168,gene_90a759545704,0.35,low,DNA-binding transcription regulator,fructose-amino acid permease,0
Bacillus_subtilis_168,gene_56e91becbf9f,0.35,low,Lipoprotein,fructose amino acid-binding lipoprotein,1
Bacillus_subtilis_168,gene_3424ee0ff078,0.35,low,DNA-binding transcription regulator,FeS cluster formation scaffold protein,0
Bacillus_subtilis_168,gene_e99a0c1fc41d,0.35,low,ATPase,cysteine desulfurase,0
Bacillus_subtilis_168,gene_76b113748de5,0.35,low,ATP/GTP binding protein,"sulfur mobilizing ABC protein, ATPase",0
Bacillus_subtilis_168,gene_34366eb0f21a,0.45,low,Lipoprotein,acetyl-CoA C-acyltransferase,0
Bacillus_subtilis_168,gene_3aee2bb832f0,0.35,low,DNA-binding transcription regulator,multidrug-efflux transporter,0
Bacillus_subtilis_168,gene_14fbb58bcc37,0.35,low,ATP/GTP binding protein,iron(III)-siderophore transporter (ATP binding component),0
Bacillus_subtilis_168,gene_597330b97023,0.35,low,Lipoprotein,spore lipoprotein,1
Bacillus_subtilis_168,gene_47d26bb5cba8,0.35,low,Serine protease,protease-associated chaperone for the extracytoplasmic folding and quality control of exported proteins,0
Bacillus_subtilis_168,gene_43453e515d46,0.35,low,DNA-binding transcription regulator,component of the germination receptor GerA; putative transporter,0
Bacillus_subtilis_168,gene_972d8348ea28,0.35,low,Lipoprotein,component of the germination receptor GerA,0
Bacillus_subtilis_168,gene_f58b5337028b,0.35,low,Lipoprotein,regulator of sigma-O,0
Bacillus_subtilis_168,gene_eb3ad79232e4,0.35,low,ATP/GTP binding protein,ferrichrome ABC transporter (ATP-binding protein),0
Bacillus_subtilis_168,gene_af17848fae1b,0.35,low,DNA-binding transcription regulator,ferrichrome ABC transporter (permease),0
Bacillus_subtilis_168,gene_52d74a7d5cae,0.35,low,Lipoprotein,ferrichrome ABC transporter (ferrichrome-binding lipoprotein),1
Bacillus_subtilis_168,gene_3ed4468e5841,0.35,low,DNA-binding transcription regulator,lysine permease,0
Bacillus_subtilis_168,gene_0ffa59703cce,0.35,low,Lipoprotein,molybdate-binding lipoprotein,1
Bacillus_subtilis_168,gene_abde22a95a67,0.35,low,DNA-binding transcription regulator,Na+/H+ antiporter,0
Bacillus_subtilis_168,gene_f6d8ee7932c3,0.35,low,Lipoprotein,assimilatory sulfite reductase (hemoprotein beta-subunit),0
Bacillus_subtilis_168,gene_3f520e62037b,0.35,low,Serine protease,scyllo-inositol 2-dehydrogenase (NADP(+)-dependent),0
Bacillus_subtilis_168,gene_22a5ca92019e,0.45,low,Lipoprotein,"Cd(II), Zn(II) and Co(II) exporter (ATPase)",0
Bacillus_subtilis_168,gene_808f3e7e50c4,0.35,low,Lipoprotein,choline ABC transporter (choline-binding lipoprotein),1
Bacillus_subtilis_168,gene_0016dd56fb9f,0.35,low,ATP/GTP binding protein,choline ABC transporter (ATP-binding protein),0
Bacillus_subtilis_168,gene_33715ef1232f,0.35,low,DNA-binding transcription regulator,export step of killing factor SdpC,0
Bacillus_subtilis_168,gene_0d4c38fa09be,0.35,low,DNA-binding transcription regulator,integral membrane immunity regulator of autophagy,0
Bacillus_subtilis_168,gene_b42d92a6681d,0.45,low,ATP/GTP binding protein,glycine betaine/carnitine/choline/choline sulfate ABC transporter (ATP-binding protein),0
Bacillus_subtilis_168,gene_b60b7a4e22cf,0.45,low,Lipoprotein,component of an iron-sulfur oxidase linked to L-lactate utilization,0
Bacillus_subtilis_168,gene_7f3818f4442f,0.35,low,DNA-binding transcription regulator,galacto-oligosaccharides (galactan) oligomer permease,0
Bacillus_subtilis_168,gene_c4dfca448252,0.35,low,Lipoprotein,polygalactose / cyclodextrin-binding lipoprotein,1
Bacillus_subtilis_168,gene_ae36196a1287,0.35,low,DNA-binding transcription regulator,L-lactate permease,0
Bacillus_subtilis_168,gene_2100a48fbcda,0.35,low,DNA-binding transcription regulator,biofilm extracellular matrix formation chain-length determining factor,0
Bacillus_subtilis_168,gene_d5969549f9fa,0.45,low,Lipoprotein,"promiscuous aminoacid racemase (prefers arginine, lysine and ornithine)",0
Bacillus_subtilis_168,gene_d0e502fe59c2,0.45,low,DNA-binding transcription regulator,L-aspartate/L-glutamate / proton permease,0
Bacillus_subtilis_168,gene_7b70ca97529b,0.35,low,DNA-binding transcription regulator,maltodextrin ABC transport system (permease),0
Bacillus_subtilis_168,gene_55469e189094,0.35,low,Lipoprotein,maltose/maltodextrin-binding lipoprotein,1
Bacillus_subtilis_168,gene_0463d53c8947,0.35,low,Serine protease,maltogenic alpha-amylase,0
Bacillus_subtilis_168,gene_2b8c6adee4a4,0.35,low,ATP/GTP binding protein,lantibiotic ABC transporter (ATP-binding protein),0
Bacillus_subtilis_168,gene_8b6519226102,0.35,low,ATP/GTP binding protein,efflux transporter (ATP-binding and permease protein),0
Bacillus_subtilis_168,gene_159d0cda7edb,0.35,low,DNA-binding transcription regulator,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,0
Bacillus_subtilis_168,gene_83878ee72916,0.35,low,Lipoprotein,histidinol dehydrogenase,0
Bacillus_subtilis_168,gene_0ae47198dfa8,0.35,low,Lipoprotein,pulcherriminic acid efflux transporter,0
Bacillus_subtilis_168,gene_70b3516e0aef,0.35,low,ATP/GTP binding protein,excinuclease ABC (subunit B),0
Bacillus_subtilis_168,gene_da88fbc6e564,0.35,low,DNA-binding transcription regulator,conserved membrane protein of unknown function,0
Bacillus_subtilis_168,gene_4d37da6d9c17,0.35,low,ATP/GTP binding protein,cell-division signal transducer (ATP-binding protein),0
Bacillus_subtilis_168,gene_1c7f1b1d6639,0.35,low,Lipoprotein,cytochrome c551,0
Bacillus_subtilis_168,gene_b8f25787fd32,0.35,low,ATP/GTP binding protein,flagellar hook-filament junction,0
Bacillus_subtilis_168,gene_ee28e04fa62b,0.35,low,Lipoprotein,factor required for flagellar based motility,0
Bacillus_subtilis_168,gene_42d3887dc682,0.35,low,ATPase,component of the DNA transport apparatus,0
Bacillus_subtilis_168,gene_f68620a2a1ce,0.35,low,ATP/GTP binding protein,ATP-dependent helicase competence protein,0
Bacillus_subtilis_168,gene_5f393e9897df,0.35,low,Serine protease,fatty acid kinase fatty acid binding subunit A,0
Bacillus_subtilis_168,gene_9a23a1579d92,0.45,low,DNA-binding transcription regulator,UDP-N-acetylglucosamine:undecaprenyl-P N-acetylglucosaminyl-1-P transferase,0
Bacillus_subtilis_168,gene_4d940b55b134,0.35,low,Lipoprotein,membrane bound lipoprotein,1
Bacillus_subtilis_168,gene_d0527ff6ceec,0.495,low,ATP/GTP binding protein,ATP-binding teichoic acid precursor transporter component,0
Bacillus_subtilis_168,gene_24589d64ae01,0.35,low,ATP/GTP binding protein,exported N-acetylglucosaminidase (major autolysin) (CWBP90),0
Bacillus_subtilis_168,gene_5aa9be1abff8,0.35,low,Lipoprotein,ribose ABC transporter (ribose-binding lipoprotein),1
Bacillus_subtilis_168,gene_bb8d4fec1474,0.45,low,DNA-binding transcription regulator,ribose ABC transporter (permease),0
Bacillus_subtilis_168,gene_97eb4808306f,0.35,low,Lipoprotein,oxamate amidohydrolase,0
Bacillus_subtilis_168,gene_d6a3d48064e8,0.35,low,ATP/GTP binding protein,maintenance protein tyrosine kinase involved in biofilm formation,0
Bacillus_subtilis_168,gene_b784c4d39915,0.35,low,ATP/GTP binding protein,"ATP synthase (subunit beta, component F1)",0
Bacillus_subtilis_168,gene_66a5c91fb132,0.35,low,ATP/GTP binding protein,"ATP synthase (subunit alpha, component F1)",0
Bacillus_subtilis_168,gene_d1fb50e21c5d,0.35,low,Lipoprotein,peptide chain release factor 1,0
Bacillus_subtilis_168,gene_08266ee84ae0,0.35,low,ATP/GTP binding protein,thymidine kinase,0
Bacillus_subtilis_168,gene_8db896c2209e,0.35,low,ATP/GTP binding protein,transcriptional terminator Rho,0
Bacillus_subtilis_168,gene_db8086b8c9de,0.35,low,ATP/GTP binding protein,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0
Bacillus_subtilis_168,gene_71a8e45e4087,0.35,low,Lipoprotein,nitrate reductase (gamma subunit),0
Bacillus_subtilis_168,gene_66f89c9af611,0.35,low,Lipoprotein,nitrate reductase (beta subunit),0
Bacillus_subtilis_168,gene_52905089d4dc,0.35,low,DNA-binding transcription regulator,integral membrane protein involved in subtilosin production and immunity,0
Bacillus_subtilis_168,gene_243a809fa53f,0.35,low,DNA-binding transcription regulator,toxic compound efflux transporter (may export homoserine),0
Bacillus_subtilis_168,gene_40c0aba9e720,0.35,low,DNA-binding transcription regulator,iron-coproporphyrin (coproheme) decarboxylase,0
Bacillus_subtilis_168,gene_f0a651915c7d,0.35,low,Serine protease,dihydroanticapsin 7-dehydrogenase,0
Bacillus_subtilis_168,gene_5f0c6ef7a253,0.35,low,DNA-binding transcription regulator,"pyridoxine, pyridoxal, and pyridoxamine kinase",0
Bacillus_subtilis_168,gene_9213a8ebf9e5,0.35,low,Serine protease,sucrose-6-phosphate hydrolase,0
Bacillus_subtilis_168,gene_e265034bca65,0.35,low,DNA-binding transcription regulator,nitrite transporter,0
Bacillus_subtilis_168,gene_898d2dcee9db,0.45,low,Serine protease,extracellular serine protease,1
Bacillus_subtilis_168,gene_aa21fb1e2459,0.35,low,DNA-binding transcription regulator,cytochrome aa3-600 quinol oxidase (subunit I),0
Bacillus_subtilis_168,gene_09dc3b782418,0.45,low,DNA-binding transcription regulator,galactokinase,0
Bacillus_subtilis_168,gene_3658b3fc3495,0.35,low,DNA-binding transcription regulator,acetate Na+-dependent symporter subunit involved in volatile signal for biofilm formation,0
Bacillus_subtilis_168,gene_b0c23c13a6f1,0.35,low,Serine protease,peroxidase converting ferric iron into ferrous iron,0
Bacillus_subtilis_168,gene_ac3fcdba241e,0.35,low,ATP/GTP binding protein,5-(2-hydroxyethyl)-4-methylthiazole kinase,0
Bacillus_subtilis_168,gene_ad51226d97ec,0.35,low,DNA-binding transcription regulator,"transcriptional regulator (LysR family, cidAB expression)",0
Bacillus_subtilis_168,gene_0d966b109d17,0.35,low,Lipoprotein,negative regulator of SacY,0
Bacillus_subtilis_168,gene_91c476460cbf,0.35,low,DNA-binding transcription regulator,6-phospho-beta-glucosidase,0
Bacillus_subtilis_168,gene_d7000887e880,0.35,low,Lipoprotein,negative regulator of sigma-Y activity,0
Bacillus_subtilis_168,gene_091e54f80537,0.35,low,ATP/GTP binding protein,ABC membrane transporter (ATP-binding protein) required for cytochrome bb' function (reductant efflux pump),0
Bacillus_subtilis_168,gene_fbd6bb2278f2,0.35,low,DNA-binding transcription regulator,cytochrome bb' ubiquinol oxidase (subunit II),0
Bacillus_subtilis_168,gene_4d280d48d11c,0.35,low,ATP/GTP binding protein,multiple sugar (maltodextrins) transporter ATP-binding protein,0
Bacillus_subtilis_168,gene_7f71731d916e,0.35,low,DNA-binding transcription regulator,acetoacetyl CoA-transferase (subunit B),0
Bacillus_subtilis_168,gene_45db098f18af,0.35,low,DNA-binding transcription regulator,23S rRNA m(1)G748 methyltransferase (class II),0
Bacillus_subtilis_168,gene_4f48bb9ad1d9,0.35,low,ATP/GTP binding protein,ATP-dependent RNA helicase for 23S ribosomal RNA maturation,0
Bacillus_subtilis_168,gene_f74db643a3a2,0.35,low,Serine protease,penicillin V amidase,0
Bacillus_subtilis_168,gene_d149075cdbb3,0.35,low,Lipoprotein,lipocalin-like lipoprotein,1
Bacillus_subtilis_168,gene_f7f5f8f12495,0.35,low,Lipoprotein,desferrioxamine-and ferrichrome-binding transporter lipoprotein (shuttle system),1
Bacillus_subtilis_168,gene_e3bdb055c14c,0.35,low,Lipoprotein,ABC transporter (permease); efflux of cationic peptides,0
Bacillus_subtilis_168,gene_595885153814,0.45,low,ATP/GTP binding protein,ABC transporter (ATP-binding protein); efflux of cationic peptides,0
Bacillus_subtilis_168,gene_cdc989d06f4b,0.35,low,DNA-binding transcription regulator,two-component sensor histidine kinase [YxdJ],0
Bacillus_subtilis_168,gene_08b667f4b8e6,0.45,low,Serine protease,2-deoxy-5-keto-D-gluconic acid 6-phosphate aldolase,0
Bacillus_subtilis_168,gene_2a0fff8bde13,0.35,low,DNA-binding transcription regulator,integral inner membrane protein involved in response to flavonoids,0
Bacillus_subtilis_168,gene_02d48315c349,0.35,low,DNA-binding transcription regulator,gluconate/proton permease,0
Bacillus_subtilis_168,gene_4db5a4ec58a4,0.35,low,Serine protease,alkyl hydroperoxide reductase (large subunit),0
Bacillus_subtilis_168,gene_52166e18e379,0.35,low,ATP/GTP binding protein,ABC transporter for regulatory peptide LiaD* (ATP-binding protein),0
Bacillus_subtilis_168,gene_16847e43e398,0.35,low,Serine protease,conserved exported protein,0
Bacillus_subtilis_168,gene_84ea2055431c,0.35,low,Lipoprotein,arginase,0
Bacillus_subtilis_168,gene_183e72f44f8e,0.35,low,Serine protease,sporulation membrane serine protease,1
Bacillus_subtilis_168,gene_c36ca9d8aeef,0.35,low,Serine protease,regulator of WalRK(YycFG),0
Bacillus_subtilis_168,gene_b8eeea4f67d1,0.35,low,ATP/GTP binding protein,replicative DNA helicase,0
Bacillus_subtilis_168,gene_693d579cfd4d,0.35,low,Lipoprotein,phosphodiesterase acting on cyclic dinucleotides,0
Bacillus_subtilis_168,gene_cfca0026f8b3,0.35,low,DNA-binding transcription regulator,inorganic pyrophosphatase (Mn2+-dependent),0
Bacillus_subtilis_168,gene_b29444f0c575,0.45,low,Lipoprotein,transcriptional repressor of carbon supply (LacI family),0
Bacillus_subtilis_168,gene_31f7b33e6859,0.35,low,Serine protease,single-strand DNA-binding protein,0
Bacillus_subtilis_168,gene_8a094690a1db,0.35,low,ATP/GTP binding protein,potassium-dependent informational ATPase interacting with 70S ribosome; ROS stress regulator,0
Bacillus_subtilis_168,gene_55d1233592bd,0.35,low,ATP/GTP binding protein,tRNA modification GTPase and tRNA-U34 5-formylation enzyme,0
Bacillus_subtilis_168,gene_45b2d61067d7,0.35,low,ATP/GTP binding protein,SpoIIIJ-associated RNA/ssDNA-binding protein,0
Bacillus_subtilis_168,gene_3556adb7b166,0.35,low,Lipoprotein,Sec-independent factor for membrane protein insertion (YidC/SpoIIIJ family),0
Caulobacter_vibrioides_NA1000,gene_67f8c49a69d9,0.35,low,ATP/GTP binding protein,dephospho-CoA kinase,0
Caulobacter_vibrioides_NA1000,gene_47f6e2cd4fc2,0.45,low,ATP/GTP binding protein,DNA mismatch repair protein MutS,0
Caulobacter_vibrioides_NA1000,gene_db76a0e71624,0.35,low,Serine protease,alkylated DNA repair protein AlkB,0
Caulobacter_vibrioides_NA1000,gene_c0f161c871bd,0.35,low,ATP/GTP binding protein,chromosome replication initiator protein DnaA,0
Caulobacter_vibrioides_NA1000,gene_98d44b48e92f,0.35,low,Lipoprotein,mliC-family lysozyme inhibitor protein,0
Caulobacter_vibrioides_NA1000,gene_a9b8052cf029,0.35,low,DNA-binding transcription regulator,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_ecdc846b4a10,0.35,low,Lipoprotein,YcxB-like membrane protein,0
Caulobacter_vibrioides_NA1000,gene_529709eeae32,0.35,low,ATPase,inorganic pyrophosphatase,0
Caulobacter_vibrioides_NA1000,gene_82ead3df51b8,0.35,low,ATP/GTP binding protein,polyribonucleotide nucleotidyltransferase,0
Caulobacter_vibrioides_NA1000,gene_5c34e63c7bd4,0.35,low,ATP/GTP binding protein,phosphate starvation-inducible protein PhoH,0
Caulobacter_vibrioides_NA1000,gene_e63a18912325,0.35,low,Lipoprotein,tRNA 2-methylthioadenosine synthase,0
Caulobacter_vibrioides_NA1000,gene_8703d07a2f8d,0.35,low,Serine protease,Dienelactone hydrolase-family protein,0
Caulobacter_vibrioides_NA1000,gene_a0792a56e616,0.35,low,ATP/GTP binding protein,phosphoglucomutase/phosphomannomutase,0
Caulobacter_vibrioides_NA1000,gene_1e219e6b854f,0.35,low,ATP/GTP binding protein,class 1 lysyl-tRNA synthetase,0
Caulobacter_vibrioides_NA1000,gene_4558b06314d7,0.35,low,Lipoprotein,FtsZ-binding protein FzlC,0
Caulobacter_vibrioides_NA1000,gene_cdbe8947fa06,0.35,low,DNA-binding transcription regulator,gamma-glutamyltranspeptidase,0
Caulobacter_vibrioides_NA1000,gene_7c595ce1be21,0.35,low,Serine protease,TolB protein,0
Caulobacter_vibrioides_NA1000,gene_0a5a09e87a81,0.35,low,DNA-binding transcription regulator,Kup system potassium uptake protein,0
Caulobacter_vibrioides_NA1000,gene_3d5f203b5fe2,0.35,low,ATP/GTP binding protein,magnesium chelatase subunit ChlI-like ATPase,0
Caulobacter_vibrioides_NA1000,gene_44002abbfb8d,0.35,low,DNA-binding transcription regulator,AmpG-family major facilitator transporter,0
Caulobacter_vibrioides_NA1000,gene_98945a50c4e7,0.35,low,DNA-binding transcription regulator,glutathione synthetase,0
Caulobacter_vibrioides_NA1000,gene_d37f1a757e18,0.35,low,Lipoprotein,"glucosamine-fructose-6-phosphate aminotransferase, isomerizing",0
Caulobacter_vibrioides_NA1000,gene_c076f061b054,0.35,low,Lipoprotein,methyl-accepting chemotaxis protein,0
Caulobacter_vibrioides_NA1000,gene_295d6a9c09e7,0.35,low,DNA-binding transcription regulator,ribonuclease PH,0
Caulobacter_vibrioides_NA1000,gene_a846de80c38c,0.35,low,Serine protease,3-hydroxyacyl CoA dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_5eb3422bb839,0.35,low,Lipoprotein,ribosomal RNA small subunit methyltransferase I,0
Caulobacter_vibrioides_NA1000,gene_9db25bf894af,0.35,low,ATP/GTP binding protein,type II secretion pathway protein E,0
Caulobacter_vibrioides_NA1000,gene_9af2279022a6,0.545,moderate,ATP/GTP binding protein,DNA replication and repair protein recF,0
Caulobacter_vibrioides_NA1000,gene_e1fefe215b4c,0.35,low,Lipoprotein,type II secretion pathway protein N,0
Caulobacter_vibrioides_NA1000,gene_c3d23f4dd96f,0.35,low,Lipoprotein,N-acetylglutamate synthase domain protein,0
Caulobacter_vibrioides_NA1000,gene_456958363d06,0.35,low,Lipoprotein,beta-barrel type 2 porin,0
Caulobacter_vibrioides_NA1000,gene_72e2777db20d,0.35,low,Lipoprotein,outer membrane protein,0
Caulobacter_vibrioides_NA1000,gene_80ebbb4686ba,0.35,low,DNA-binding transcription regulator,type II secretion pathway protein M,0
Caulobacter_vibrioides_NA1000,gene_ad83d14a3a51,0.35,low,DNA-binding transcription regulator,succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B,0
Caulobacter_vibrioides_NA1000,gene_11ade323264f,0.35,low,Serine protease,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_f01a19c167c3,0.35,low,ATP/GTP binding protein,thiol-disulfide isomerase and thioredoxin,0
Caulobacter_vibrioides_NA1000,gene_d9b648f0f28f,0.35,low,DNA-binding transcription regulator,thiol:disulfide interchange protein DsbD,0
Caulobacter_vibrioides_NA1000,gene_116f3ae0c7a6,0.35,low,DNA-binding transcription regulator,conserved membrane spanning protein,0
Caulobacter_vibrioides_NA1000,gene_6564d18089f3,0.35,low,Serine protease,two-component response regulator chvI,0
Caulobacter_vibrioides_NA1000,gene_8c83ea4d5080,0.35,low,ATP/GTP binding protein,serine kinase/phosphatase HprK,0
Caulobacter_vibrioides_NA1000,gene_899e3c04c764,0.35,low,ATP/GTP binding protein,DNA polymerase III subunit gamma/tau,0
Caulobacter_vibrioides_NA1000,gene_2c2e130f40ab,0.35,low,Lipoprotein,conserved hypothetical lipoprotein,1
Caulobacter_vibrioides_NA1000,gene_e02050c7fd8b,0.35,low,Lipoprotein,methionyl-tRNA formyltransferase,0
Caulobacter_vibrioides_NA1000,gene_46236ee7aabe,0.35,low,Lipoprotein,phosphate transport system permease protein pstC,0
Caulobacter_vibrioides_NA1000,gene_36ceac3894e8,0.35,low,ATP/GTP binding protein,phosphate transport ATP-binding protein pstB,0
Caulobacter_vibrioides_NA1000,gene_15ec34598e50,0.35,low,ATP/GTP binding protein,phospholipid-lipopolysaccharide ABC transporter,0
Caulobacter_vibrioides_NA1000,gene_2c4f598b639b,0.35,low,DNA-binding transcription regulator,"peptidase, M14 family",0
Caulobacter_vibrioides_NA1000,gene_3d41ea6402a2,0.35,low,ATP/GTP binding protein,CobW-family GTP binding protein ZrpX,1
Caulobacter_vibrioides_NA1000,gene_307804a3f018,0.35,low,DNA-binding transcription regulator,LytTr DNA-binding domain protein,1
Caulobacter_vibrioides_NA1000,gene_5959573c9b13,0.35,low,Serine protease,vegetatible incompatibility protein HET-E-1,0
Caulobacter_vibrioides_NA1000,gene_f439582d36e8,0.35,low,ATP/GTP binding protein,GTP-binding protein CgtA,1
Caulobacter_vibrioides_NA1000,gene_c1cc7abb7226,0.35,low,Lipoprotein,"delta 3,5-delta2,4-dienoyl-CoA isomerase precursor",0
Caulobacter_vibrioides_NA1000,gene_be7ba912f453,0.35,low,Lipoprotein,PAP2 bacterial acid phosphatase,0
Caulobacter_vibrioides_NA1000,gene_aafdf4020196,0.35,low,Lipoprotein,secretory tripeptidyl aminopeptidase,0
Caulobacter_vibrioides_NA1000,gene_d0253ad17a92,0.35,low,ATP/GTP binding protein,primosomal protein N',0
Caulobacter_vibrioides_NA1000,gene_972cea7b6838,0.35,low,Lipoprotein,phosphonates-binding protein,0
Caulobacter_vibrioides_NA1000,gene_fff785cb8a8d,0.35,low,DNA-binding transcription regulator,ATP synthase A chain,0
Caulobacter_vibrioides_NA1000,gene_43151768cc99,0.35,low,Lipoprotein,thiol:disulfide interchange protein dsbA,0
Caulobacter_vibrioides_NA1000,gene_4b4dc064bf79,0.35,low,DNA-binding transcription regulator,"transporter, major facilitator superfamily",0
Caulobacter_vibrioides_NA1000,gene_f4dbaf97d6c0,0.35,low,Lipoprotein,DNA-3-methyladenine glycosylase,0
Caulobacter_vibrioides_NA1000,gene_02a6ca5d42f4,0.35,low,DNA-binding transcription regulator,magnesium and cobalt efflux protein corC-like protein,0
Caulobacter_vibrioides_NA1000,gene_f403dcc41679,0.35,low,ATP/GTP binding protein,chromosome partition protein Smc,0
Caulobacter_vibrioides_NA1000,gene_a98a96ba37cb,0.35,low,Serine protease,esterase lipase Family protein,0
Caulobacter_vibrioides_NA1000,gene_2e1807c02c44,0.35,low,ATP/GTP binding protein,DNA transformation protein tfoX,0
Caulobacter_vibrioides_NA1000,gene_3fd185716b91,0.35,low,Lipoprotein,poly(A) polymerase/tRNA-nucleotidyltransferase,0
Caulobacter_vibrioides_NA1000,gene_8b3e1c6ebe8b,0.35,low,Lipoprotein,acetolactate synthase,0
Caulobacter_vibrioides_NA1000,gene_be4522805493,0.35,low,DNA-binding transcription regulator,aldehyde dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_439d8f9ade9c,0.35,low,DNA-binding transcription regulator,type 1 capsular polysaccharide biosynthesis protein J,0
Caulobacter_vibrioides_NA1000,gene_e937c3e880eb,0.35,low,DNA-binding transcription regulator,antiporter protein,0
Caulobacter_vibrioides_NA1000,gene_f42a91415170,0.35,low,Lipoprotein,chemotaxis protein cheD,0
Caulobacter_vibrioides_NA1000,gene_13b372b1a9ef,0.35,low,DNA-binding transcription regulator,"PTS system, N-acetylglucosamine-specific IIBC component",0
Caulobacter_vibrioides_NA1000,gene_785924731ac3,0.35,low,ATP/GTP binding protein,glucosamine-6-phosphate deaminase,0
Caulobacter_vibrioides_NA1000,gene_04bea875075d,0.35,low,DNA-binding transcription regulator,amino acid transporter,0
Caulobacter_vibrioides_NA1000,gene_0aa83b4660dd,0.35,low,DNA-binding transcription regulator,GT4 PimA-like glycosyltransferase,0
Caulobacter_vibrioides_NA1000,gene_ca63d69b1260,0.35,low,ATP/GTP binding protein,"bacterial conjugation protein, ATP binding domain trwB",0
Caulobacter_vibrioides_NA1000,gene_7c5c3dcc02e0,0.35,low,Serine protease,methyl-accepting chemotaxis protein,0
Caulobacter_vibrioides_NA1000,gene_2074e6d75e97,0.35,low,Lipoprotein,toxin protein module HipA,0
Caulobacter_vibrioides_NA1000,gene_0e605e66c268,0.35,low,DNA-binding transcription regulator,O-antigen polymerase,0
Caulobacter_vibrioides_NA1000,gene_05efe0307a34,0.35,low,Serine protease,GDP-L-fucose synthase Fcl,0
Caulobacter_vibrioides_NA1000,gene_93657b84b134,0.45,low,DNA-binding transcription regulator,Na+/H+ antiporter nhaA,0
